,,"From Remotive.com 
,New,Parknav,,,,1-10,Solve parking problems,https://parknav.com/,"Chicago, IL",USA,Eyal Amir,,,,,,,,,,
Lukasz,Old,AirTreks,airtreks,twitter.com/,,11-50,Multi-stop international flight planner with a distributed team.,https://www.airtreks.com/about/,,USA,Mark Ludwig,,,https://www.airtreks.com/support/,,,,,,,
,,Aldrin,,,,11-50,Simplify DeFi,https://aldrin.com/,,,Hisham Khan,,,,,,,,,,
Legacy,Old,Alegion,alegion,twitter.com/,,51-200,Crowdsourcing platform ,https://alegion.com,"Austin, TX",USA,Nathaniel Gates ,JoelRSimpson,twitter.com/,,,,,,,,
,Old,Alley interactive,,,,51-200,Crafting custom digital experiences ,https://alley.co,"New York, NY",USA,Austin Smith,,,,,,,,,,
Legacy,Old,AltSchool,altschool,twitter.com/,,51-200,AltSchool is a venture-backed educational startup headquartered in San Francisco ,https://www.altschool.com/,"San Francisco, CA",USA,Max Ventilla,ventilla,twitter.com/,https://www.altschool.com/jobs,,,,,,,
,Old,Amazee,,,,11-50,Drupal hosting Platform as a Service  ,https://www.amazee.io/,Zurich,Switzerland,Stephanie Lüpold,,,,,,,,,,
WWR,Old,AmaZix,AmaZixOfficial,twitter.com/,,51-200,Community Management for Crypto Projects,https://www.amazix.com/,Hong Kong,Hong Kong,Jonas Sevel Karlberg,,,http://www.amazix.com/,,,,,,,
,New,Amazowl,,,,11-50,Global Amazon Expertise.,https://www.amazowl.com/,Dublin,Ireland,Mark Greene,,,,,,,,,,
,,Andela,,,,1001-5000,Distributed engineering teams with Africa’s most talented software developers,https://andela.com/,NY,USA,Jeremy Johnson,,,,,,,,,,
,New,Angie Hospitality,,,,11-50,"Building the world’s first cloud-powered, interactive guest room assistant, created just for hotels.",https://angie.ai/,"Los Angeles, CA",USA,Ted Helvey,,,,,,,,,,
,Old,Animalz,,,,11-50,"Content marketing solutions to SaaS, tech and crypto companies",https://www.animalz.co,"New York, NY",USA,Devin Bramhall,,,,,,,,,,
Legacy,Old,Antavo,antavopromotion,twitter.com/,,11-50,Antavo is a complete Software-as-a-Service solution to launch point-based loyalty programs,https://antavo.com/,London,UK,Attila Kecsmar,AttilaKecsmar,twitter.com/,https://antavo.com/job/,,,,,,,
,Old,Apartment Therapy,,,,51-200,"Saving the world, one room at a time.",https://www.apartmenttherapymedia.com,"New York, NY",USA,Maxwell Ryan,,,,,,,,,,
,New,Apitalks,,,,1-10,Get your data out of the building,https://www.apitalks.com/,Praha,Czech Republic,Bohuslav Dohnal,,,,,,,,,,
,New,Applied Brain Research,,,,11-50,Surprisingly good at AI and robotics,https://appliedbrainresearch.com/,Waterloo,Canada,Dr. Chris Eliasmith,,,,,,,,,,
,New,Appnovation,,,,201-500,Global Digital Solutions and Managed Services provider ,https://www.appnovation.com,"Vancouver, BC",Canada,Arnold Leung,,,,,,,,,,
,New,Apptio,,,,501-1000,The business management system of record for hybrid IT,https://www.apptio.com/,"Bellevue, WA",USA,Sunny Gupta,,,,,,,,,,
,Old,Aptible,,,,11-50,Deploy your app. Design your security management program. Meet requirements.,aptible.com,"San Francisco, CA",USA,Chas Ballew,,,,,,,,,,
Legacy,Old,Araize,FastFundOnline,twitter.com/,,1-10,"Non-profit accounting, fundraising & payroll",http://www.araize.com/,"Chapel Hill, NC",USA,Joseph Scarano,,,,,,,,,,
,Old,ArangoDB,,,,51-200,ArangoDB is the leading native multi-model NoSQL database,arangodb.com/,"San Francisco, CA",USA,Claudius Weinberger,,,,,,,,,,
,New,Argent,,,,11-50,Safest and simplest way to access the next era of the internet — the decentralised web.,https://www.argent.xyz/,London,UK,Itamar Lesuisse,,,,,,,,,,
Legacy,Old,Arkency,arkency,twitter.com/,,1-10,Our speciality is working with legacy software,http://arkency.com/,Wrocław,Poland,Andrzej Krzywda,andrzejkrzywda,twitter.com/,,,,,,,,
Legacy,Old,Art & Logic,artandlogic,twitter.com/,,51-200,We don’t just build software - We build it better.,http://artandlogic.com/,"Pasadena, CA",USA,Paul Hershenson,phershenson,twitter.com/,http://artandlogic.com/careers/,,,,,,,
,New,ART19,,,,11-50,a Podcasting company,http://www.art19.com/,"Oakland, CA",USA,Sean Carr,,,,,,,,,,
Legacy,Old,Articulate,Articulate,twitter.com/,,201-500,"It’s the world’s favorite e-learning authoring tool, better than ever.",https://www.articulate.com/,"New York, NY ",USA,Adam Schwartz,GetAdam,twitter.com/,https://www.articulate.com/company/careers.php,,,,,,,
Legacy,Old,Assembled Brands,assembledbrands,twitter.com/,,11-50,"Rapid financing, business insights, and an unrivaled network to grow your brand.",https://assembledbrands.com/,"New York, NY",USA,Adam Pritzker,adampritzker,twitter.com/,www.indeed.com/q-Assembled-Brands-jobs.htm,,,,,,,
,New,Astro HQ,,,,11-50,We build hardware and software tools that unlock creativity and productivity.,http://astropad.com,"Minneapolis, MN",USA,Matt Ronge,,,,,,,,,,
Legacy,Old,Attentiv,getattentiv,twitter.com/,,1-10,Attentiv is the ultimate decision-making and team collaboration platform. ,http://attentiv.com/,Washington,USA,,dnlRussell,twitter.com/,http://attentiv.com/jobs/,,,,,,,
,New,Attractions.io,,,,1-10,Mobile apps for attractions,https://attractions.io/,Staffordshire,UK,Mark Locker,,,,,,,,,,
,New,Aula,,,,51-200,University’s digital campus: a communication platform.,https://aula.education/,Oxford,UK,Anders Krohn,,,,,,,,,,
Lukasz,Old,Aurity,aurityteam,twitter.com/,,11-50,Specializing in React and React Native. ,https://www.aurity.co/join-us,London,UK,Peter Kowalczyk,,,https://www.aurity.co/,,,,,,,
Legacy,Old,Auth0,auth0,twitter.com/,,501-1000,Identity made simple for developers,https://auth0.com/,WA,USA,Eugenio Pace,jgelsey,twitter.com/,https://auth0.com/jobs,,,,,,,
,Old,Authority Partners,,,,201-500,"Technology for the Enterprise, Outsourcing, ",https://www.authoritypartners.com/,"Irvine, CA",USA,Dalibor Marijanović,,,,,,,,,,
,,Automattic,,,,1001-5000,"We are a distributed company, democratizing publishing and development.",https://automattic.com/work-with-us/,"San Francisco, CA",USA,Alex Combos ,,,,,,,,,,
Legacy,Old,Avaaz,Avaaz,twitter.com/,,51-200,Largest global progressive movement,https://www.avaaz.org/page/en/,"New York, NY",USA,Ricken Patel‎,Ricken_Patel,twitter.com/,https://secure.avaaz.org/en/hiring/?rc=fb,,,,,,,
,New,Avocado,,,,501-1000,"A progressive, online retailer of natural mattresses and bedding products.",https://www.avocadogreenmattress.com/,"New York, NY",USA,Alexandra Duncan,,,,,,,,,,
,Old,Award Force,,,,11-50,"Award management software for organisers of awards, grants, scholarships",https://www.awardforce.com/,Sydney,Australia,Richard de Nys,,,,,,,,,,
,,AWeber,,,,51-200,Powerfully-simple email marketing for small businesses,https://www.aweber.com,"Chalfont, PA",USA,Tom Kulzer,,,,,,,,,,
Legacy,Old,Axelerant,axelerant,twitter.com/,,51-200,We’re an incubator for innovative products and services created to make the world a happier place. ,https://axelerant.com,"Boston, MA",USA,Ankur Gupta,_agupta_,twitter.com/,https://axelerant.com/careers/,,,,,,,
Legacy,Old,Azumio,azumioinc,twitter.com/,,11-50,Azumio™ is a leader in health and fitness apps on mobile devices,http://www.azumio.com/,"Palo Alto, CA",USA,Bojan Bernard Bostjancic,ventiotto,twitter.com/,http://www.azumio.com/s/contact/index.html#careers,,,,,,,
Legacy,Old,BacklotCars,backlotcars,twitter.com/,,51-200,A networking marketplace for auto dealers - Never pay auction fees again.,https://backlotcars.com/,"Kansas City, MO",USA,Justin Davis,,,,,,,,,,
,,Balena,,,,51-200,Build your IoT project with balena.,https://www.balena.io/,London,UK,Alexandros Marinos,,,,,,,,,,
Legacy,Old,Balsamiq,balsamiq,twitter.com/,,11-50,Balsamiq Mockups is a rapid wireframing tool ,https://balsamiq.com/,internet,,Jacomo Peldi Guilizzoni,peldi,twitter.com/,https://balsamiq.com/company/jobs/,,,,,,,
Legacy,Old,Band Industries,bandindustries,twitter.com/,,11-50,Automatic Guitar Tuner,http://www.bandindustries.com,"Port Townsend, WA",USA,Hassane Slaibi,hachisans,twitter.com/,,,,,,,,
,New,Barefoot Coders,,,,1-10,Consulting company,https://barefootcoders.com/,"New York, NY",USA,Jason Berlinsky,,,,,,,,,,
Legacy,Old,Baremetrics,Baremetrics,twitter.com/,,1-10,Subscription Analytics & Insights for Stripe,https://baremetrics.com/,"San Francisco, CA",USA,Jonathan Siegel,Shpigford,twitter.com/,https://baremetrics.com/jobs,,,,,,,
WWR,Old,Barrel,barrelny,twitter.com/,,11-50,Experience design and intelligent marketing for growing brands.,https://www.barrelny.com/about,"New York, NY",USA,Peter Kang,,,https://www.barrelny.com,,,,,,,
,New,Barrel Roll,,,,1-10,We maintain WordPress.,https://gobarrelroll.com,"Norfolk, VA",USA,Scott Carter,,,,,,,,,,
Legacy,Old,Basecamp,basecamp,twitter.com/,,50-200,"Basecamp is everyone's favorite project management app, the tool of the trade",https://basecamp.com/,"Chicago, IL",USA,Jason Fried,jasonfried,twitter.com/,https://basecamp.com/jobs,,,,,,,
,New,Lemonpie,,,,1-10,Helping companies grow through podcasting ,https://www.bemyguest.fm/,"Columbus, OH",USA,Erik Jacobson,,,,,,,,,,
,New,Bearer,,,,11-50,Data security risk assessment for cloud-native applications,https://www.bearer.com/,Paris,France,Guillaume Montard,,,,,,,,,,
Legacy,Old,BeBanjo,bebanjo,twitter.com/,,11-50,We help you manage your on-demand world,http://www.bebanjo.com/,Madrid,Spain,François Chabat,,,http://www.bebanjo.com/careers,,,,,,,
,New,BeerMenus,,,,11-50,We exist to help grow the craft beer market.,https://www.beermenus.com/,"New York, NY",USA,Eric Stephens,,,,,,,,,,
Legacy,Old,BetterDoctor,BetterDoctor,twitter.com/,,11-50,"Search over 1,000,000 doctors rated by education and experience",https://betterdoctor.com/,"San Francisco, CA",USA,Steve Levin,umbar,twitter.com/,https://betterdoctor.com/careers,,,,,,,
Legacy,Old,Beutler Ink,BeutlerInk,twitter.com/,,11-50,Design / Stategy / Wiki Relations,http://www.beutlerink.com/,Washington,USA,William Beutler,jennykarn,twitter.com/,,,,,,,,
,,Bevy ,,,,11-50,Builds community in real life,https://www.bevy.com/,"Palo Alto, CA",USA,Derek Andersen,,,,,,,,,,
,New,BidWrangler,,,,11-50,Auction technology platform,https://www.bidwrangler.com/,"Harrisonburg, VA",USA,Timothy Peters,,,,,,,,,,
,New,Bisnow Media,,,,51-200,"Inform, connect and advance the commercial real estate community to do more business.",https://www.bisnow.com,"New York, NY",USA,William Friend,,,,,,,,,,
StackO Jobs,Old,Bitnami,Bitnami,twitter.com/,,51-200,Packaged Applications for Any Platform,https://bitnami.com/,"San Francisco, CA",USA,Daniel Lopez,,,https://bitnami.com/careers,,,,,,,
Legacy,Old,Bitovi,bitovi,twitter.com/,,11-50,Bitovi simplifies JavaScript development and UX design.,https://www.bitovi.com/,"Chicago, IL",USA,Justin Meyer,justinbmeyer,twitter.com/,https://www.bitovi.com/jobs,,,,,,,
,New,Blanket,,,,1-10,Your Automated SDR,http://blanket.ai/,"Miami, FL",USA,Alex Nucci,,,,,,,,,,
StackO Jobs,Old,BloodHub,bloodhub,twitter.com/,,11-50,Supply chain automation for Blood Suppliers and Hospitals.,http://www.bloodhub.com/founders/,"Phoenix, AZ",USA,Michael Pandelakis,,,http://www.bloodhub.com/,,,,,,,
Legacy,Old,Blossom,blossom,twitter.com/,,1-10,A lightweight project management tool,http://www.blossom.co/,"San Francisco, CA",USA,Thomas Schranz,,,https://angel.co/blossom,,,,,,,
,New,Blue Ox Family Games,,,,11-50, An independent studio that creates original family-oriented mobile apps,http://www.blueoxfamilygames.com/,"Caribou, Maine",USA,Christopher York,,,,,,,,,,
,Old,Blue Zinc IT ,,,,51-200,"Specialising in improving, connecting and automating the musculoskeletal.",https://www.blue-zinc.com,Belfast,UK,Ronnie Johnston,,,,,,,,,,
,New,BlueLabs,,,,11-50,Building a next generation Sports Betting Platform,https://www.bluelabs.eu/,Valetta,Malta,Moritz Honig,,,,,,,,,,
Legacy,Old,Bluespark Labs,bluesparklabs,twitter.com/,,11-50,"We help you imagine, design, and build amazing digital experiences",https://www.bluespark.com/,"Raleigh, NC ",USA,Michael Tucker,michaelrtucker,twitter.com/,https://www.bluespark.com/join-bluespark-team,,,,,,,
,New,Boatyard,,,,11-50,Connecting the World of Boating,www.boatyard.com,Ft Lauderdale,USA,Nathan Heber,,,,,,,,,,
,,"From Remotive.com 
with ♥",,,,,https://remotive.com/join,💼 🏠🤗💻,,💼 🏠🤗💻,,   ,,,"Missing your company?
Hiring remotely?
Email me at 
hello@remotive.io",,,,,,
,New,Bold Penguin,,,,51-200,Commercial insurance exchange,https://www.boldpenguin.com/,"Columbus, OH",USA,Ilya Bodner,,,,,,,,,,
WWR,Old,Bonfire,bonfire,twitter.com/,,51-200,Helps people design and sell custom shirts,https://www.bonfire.com/about/,"Richmond, VA",USA,Brian Marks,,,https://careers.bonfire.com,,,,,,,
WWR,Old,BookingSync,bookingsync,twitter.com/,,11-50,BookingSync is a property management system for vacation rentals.,https://www.bookingsync.com/,Névache,France,Sebastien Grosjean,,,bookingsync.com ,,,,,,,
,New,Bookwhen,,,,1-10,"Flexible online booking system for Classes, Courses, Workshops and Events.",https://bookwhen.com/,Oxford,UK,Jonathan Potts ,,,,,,,,,,
WWR,Old,BrainCheck,BrainCheck,twitter.com/,,11-50,BrainCheck empowers you to track your own brain health,https://braincheck.com/our-team/,"Houston, TX",USA,Yael Katz,,,https://braincheck.com/join-us/,,,,,,,
StackO Jobs,Old,BrandBastion,BrandBastion,twitter.com/,,51-200,BrandBastion is the #1 choice for ad spenders on social media.,https://www.brandbastion.com/join-us,Helsinki,Finland,Jenny Wolfram,,,https://www.brandbastion.com/,,,,,,,
remoteok,Old,Brave-software,brave,twitter.com/,,51-200,"fix the web by giving users a safer, faster and better browsing experience",https://brave.com/jobs/,"San Francisco, CA",USA,Brendan Eich,,,brave.com,,,,,,,
remoteok,Old,BriteCore,britecore,twitter.com/,,201-500,Modern Insurance technology,https://www.britecore.com/company/,"Springfield, MO",USA,Phil Reynolds,,,https://www.britecore.com/team/,,,,,,,
Legacy,Old,Buffer,buffer,twitter.com/,,51-200,A better way to share on social media - Social media management for marketers and agencies,buffer.com,"San Francisco, CA",USA,Joel Gascoigne,joelgascoigne,twitter.com/,https://buffer.com/journey,,,,,,,
Legacy,Old,Bugcrowd,Bugcrowd,twitter.com/,,51-200,"We bring thousands of good hackers to the fight,",https://bugcrowd.com/,"San Francisco, CA",USA,Ashish Gupta,caseyjohnellis,twitter.com/,https://bugcrowd.com/careers,,,,,,,
Lukasz,Old,Bugfender,bugfenderapp,twitter.com/,,1-10,remote logger for multiple platforms,https://bugfender.com/about-bugfender/,Barcelona,Spain,Aleix Ventayol,,,https://bugfender.com/about-bugfender/,,,,,,,
,,Buink,,,,1-10,Unleash the power of the internet for sm-md size businesses.,https://www.buink.com,"Lafayette,CO",USA,Ben Buie,,,,,,,,,,
Legacy,Old,BuySellAds,buysellads,twitter.com/,,11-50,"12,000+ advertisers reaching audiences in context at scale",http://buysellads.com/,"Boston, MA",USA,Todd Garland,toddo,twitter.com/,,,,,,,,
Lukasz,Old,Cadasta,CadastaOrg,twitter.com/,,11-50,Secure platform for mapping global land & resource rights,https://cadasta.org/,"Washington, DC",USA,Amy Coughenour Betancourt,,,http://cadasta.org/about-us/our-team/product-owner/,,,,,,,
WWR,Old,CafeMedia,cafemedia_,twitter.com/,,51-200,Fueling Today's creative economy,http://www.cafemedia.com/team.php,"New York, NY",USA,Michael Sanchez,,,http://www.cafemedia.com/career.php,,,,,,,
Legacy,Old,Camplight,campenlightment,twitter.com/,,11-50,digital cooperative that creates experiences,https://camplight.net/,Varna,Bulgaria,Marta Kostova,,,,,,,,,,
Legacy,Old,Canonical,Canonical,twitter.com/,,501-1000,It is our mission to make open source software available to people everywhere. ,http://www.canonical.com/,London,UK,Mark Shuttleworth,silbs,twitter.com/,http://www.canonical.com/careers,,,,,,,
,,Cantilever,,,,1-10,"We design and engineer websites with care, and it shows.",https://cantilever.co/,"New York, NY",USA,Ty Fujimura,,,,,,,,,,
remoteok,Old,VMware Carbon Black,CarbonBlack_Inc,twitter.com/,,1001-5000,Stop the Most Attacks,https://www.carbonblack.com/,"Palo Alto, CA",USA,Patrick P. Gelsinger,,,https://www.carbonblack.com/,,,,,,,
Legacy,Old,Cargobase,Cargobase,twitter.com/,,11-50,Online Platform for Ad Hoc Freight,https://www.cargobase.com/,Singapore,Singapore,Wiebe Helder,whelder,twitter.com/,https://cargobase1.recruitee.com/#/,,,,,,,
Cty,Old,CarriersEdge,CarriersEdge,twitter.com/,,11-50,Reimagine driver training,https://www.carriersedge.com/company,"Markham, ON",Canada,Jane Jazrawy,,,https://www.carriersedge.com/,,,,,,,
Legacy,Old,Cartstack,cartstack,twitter.com/,,1-10,CartStack is an abandon cart re-marketing service,http://www.cartstack.com/,"St. Paul, MN",USA,Brett Thoreson,brettthoreson,twitter.com/,https://cartstack.workable.com,,,,,,,
Legacy,Old,Castle,Castle_IO,twitter.com/,,11-50,"analyzes browsing habits, UI interaction, device characteristics, ",https://castle.io/,"San Francisco, CA",USA,Johan Brissmyr,brissmyr,twitter.com/,angel list,,,,,,,
Legacy,Old,Casumo,CasumoCasino,twitter.com/,,201-500,Recognized and award winning online gaming product.,https://www.casumo.com/,Tal-Ibragg,Malta,Shelly Suter- Hadad,OscarSimonsson,twitter.com/,www.casumocareers.com/,,,,,,,
Legacy,Old,Cesanta,CesantaHQ,twitter.com/,,11-50,Developing Internet of Things platform,https://www.cesanta.com/,Dublin,Ireland,Anatoly Lebedev,anatolyl,twitter.com/,https://angel.co/cesanta/jobs,,,,,,,
WWR,Old,ChartMogul ,ChartMogul,twitter.com/,,11-50,We’re democratizing analytics!,https://jobs.chartmogul.com/,Berlin,Germany,Nick Franklin,,,https://chartmogul.com,,,,,,,
MeteorJob,Old,Chaser,chaser_hq,twitter.com/,,11-50,We're on a mission to transform credit control,https://chaserhq.com/jobs,London,UK,Sonia Dorais ,,,chaser.io,,,,,,,
,,Chekr,,,,11-50,Make Background checks more fair,https://checkr.com/company/careers,"San Francisco, CA",USA,Daniel Yanisse,,,,,,,,,,
Legacy,Old,Chef ,chef,twitter.com/,,201-500,"Innovation, speed, collaboration and safety - Chef bakes them all into one DevOps platform.",https://www.chef.io,"Seattle, WA",USA,Barry Crist ,barry_crist,twitter.com/,https://www.chef.io/careers/,,,,,,,
Legacy,Old,Chess.com,chesscom,twitter.com/,,51-200,Online chess,https://www.chess.com,,USA,Erik Allebest,,,https://www.chess.com/jobs,,,,,,,
,New,Chili Piper,,,,51-200,Building the Future of B2B Commerce,https://www.chilipiper.com/,"New York, NY",USA,Nicolas Vandenberghe,,,,,,,,,,
,New,Chromatic,,,,1-10,Designers and developers of big websites for recognized brands.,https://chromatichq.com/,"Chicago, IL",USA,Christopher Free,,,,,,,,,,
,New,Chronos Capital,,,,1-10,Equity Management Software With a Human Touch,http://chroncap.com,"New York, NY",USA,Sanjay Gandhi,,,,,,,,,,
Legacy,Old,Ciao Bambino! ,CiaoBambino,twitter.com/,,11-50,Global family travel planning resource. ,http://ciaobambino.com/,"Oakland, CA",USA,Amie O'Shaughnessy,,,,,,,,,,
Legacy,Old,CircleCI,circleci,twitter.com/,,201-500,"Ship better code, faster",https://circleci.com/,"San Francisco, CA",USA,Jim Rose,paulbiggar,twitter.com/,https://circleci.com/jobs,,,,,,,
,,CitizenShipper,,,,11-50,"Online marketplace for transporting hard-to-ship items, mainly pets",https://citizenshipper.com/,"Tyler, Texas",USA,Richard Obousy,,,,,,,,,,
Legacy,Old,Civic Actions,civicactions,twitter.com/,,51-200,Passionate civic technologists committed to a better world.,https://civicactions.com/,"Lafayette, CA",USA,Henry Poole,HenryPoole,twitter.com/,https://civicactions.com/careers,,,,,,,
,New,Cladwell,,,,1-10,Make the fashion industry better for humans.,https://cladwell.com/,"Cincinnati, OH",USA,Erin Flynn,,,,,,,,,,
WWR,Old,Clerky,clerkyinc,twitter.com/,,1-10,We build software to make legal paperwork easier for startups and attorneys.,https://www.clerky.com/,"Burlingame, CA",USA,Darby Wong,,,https://www.clerky.com,,,,,,,
Legacy,Old,Clevertech,clevertech,twitter.com/,,51-200,We create beautiful apps for start-ups and entreprise,http://www.clevertech.biz/,"Woodmere, NY",USA,Kuty Shalev,kuty,twitter.com/,http://hire.clevertech.biz/,,,,,,,
,New,ClickFlow,,,,1-10,SaaS product that handles SEO A/B testing for businesses,https://www.clickflow.com/,"Arcadia, CA",USA,Eric Siu,,,,,,,,,,
,New,Clio,,,,501-1000,Legal practice management software,https://www.clio.com/,"Burnaby, BC",Canada,Jack Newton,,,,,,,,,,
Legacy,Old,Close.io,closeio,twitter.com/,,11-50,Inside sales communication platform of the future.,https://close.io,"San Francisco, CA",USA,Steli Efti,,,https://jobs.lever.co/close.io/,,,,,,,
Legacy,Old,Cloudpeeps,cloudpeeps,twitter.com/,,1-10,CloudPeeps is a freelance marketplace and community platform,https://www.cloudpeeps.com/,"San Francisco, CA",USA,Kate Kendall,KateKendall,twitter.com/,https://www.cloudpeeps.com/jobs,,,,,,,
Legacy,Old,Clustree,clustree,twitter.com/,,11-50,The Talent Management Intelligence Solution,https://www.clustree.com/,Paris,France,Bénédicte de Raphélis Soissan,benedictedrs,twitter.com/,https://www.clustree.com/careers,,,,,,,
Legacy,Old,Codeable,codeablehq,twitter.com/,,11-50,An online outsourcing service for WordPress,https://codeable.io/,Copenhagen,Denmark,Per Esbensen,per_esbensen,twitter.com/,https://remoteok.io/remote-startups/codeable,,,,,,,
Legacy,Old,Codebusters,CodebustersInc,twitter.com/,,201-500,"Helps hospitals and providers get the people they need to capture, code, and bill for their health information.",http://www.codebusters.com/,"Culver City, California ",USA,Vincent Kobayashi,,,http://codebusters.applytojob.com/apply,,,,,,,
Legacy,Old,CodeControl,CodeControl_,twitter.com/,,11-50,"CodeControl works with the top developers, designers and project managers in Europe.",https://codecontrol.io,Berlin,Germany,Marc Philipp Clemens,,,https://codecontrol.io/join-us,,,,,,,
Legacy,Old,Codeship (acquired by Cloudbees),codeship,twitter.com/,,11-50,Codeship is a hosted Continuous Delivery platform.,https://codeship.com/,Vienna,Austria,Moritz Plassnig,moritzplassnig,twitter.com/,https://codeship.com/jobs,,,,,,,
